rank,alpha,batch_size,learning_rate,train_runtime,train_samples_per_second,train_steps_per_second,train_loss,epoch,eval_loss,eval_accuracy,eval_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,total_parameters,trainable_parameters
1,8,32,0.0003,8.5491,1716.203,53.807,0.6209388401197351,4.0,0.6116700768470764,0.6936274509803921,0.8131539611360239,0.6296,647.996,20.647,4387202,1024
1,8,32,0.0001,8.6109,1703.879,53.42,0.6369611657184103,4.0,0.621662437915802,0.6838235294117647,0.8083209509658247,0.6205,657.489,20.949,4387202,1024
1,8,32,5e-05,8.5405,1717.931,53.861,0.656402587890625,4.0,0.6289051175117493,0.6740196078431373,0.8011958146487295,0.6217,656.225,20.909,4387202,1024
1,8,32,3e-05,8.5991,1706.227,53.494,0.6802549279254416,4.0,0.6481372117996216,0.6764705882352942,0.7956656346749226,0.6285,649.132,20.683,4387202,1024
1,8,64,0.0003,6.8708,2135.416,33.766,0.6275649235166353,4.0,0.614994466304779,0.6911764705882353,0.8125,0.6076,671.533,11.521,4387202,1024
1,8,64,0.0001,6.9434,2113.084,33.413,0.6516202729323815,4.0,0.625779926776886,0.6813725490196079,0.8071216617210683,0.6151,663.34,11.381,4387202,1024
1,8,64,5e-05,6.8506,2141.719,33.866,0.6826194237018454,4.0,0.6493740677833557,0.6764705882352942,0.794392523364486,0.7163,569.59,9.772,4387202,1024
1,8,64,3e-05,6.9893,2099.194,33.193,0.7082098599137931,4.0,0.6855593919754028,0.5759803921568627,0.6587771203155819,0.6033,676.288,11.603,4387202,1024
1,8,128,0.0003,6.4033,2291.304,18.116,0.6390461757265288,4.0,0.6219388246536255,0.6838235294117647,0.8088888888888889,0.6049,674.521,6.613,4387202,1024
1,8,128,0.0001,6.2664,2341.364,18.511,0.6796908543027681,4.0,0.644398033618927,0.6740196078431373,0.7963246554364471,0.5863,695.948,6.823,4387202,1024
1,8,128,5e-05,6.1807,2373.841,18.768,0.7138586373164736,4.0,0.6935441493988037,0.5294117647058824,0.5932203389830508,0.5971,683.337,6.699,4387202,1024
1,8,128,3e-05,6.2304,2354.913,18.618,0.7301415410535089,4.0,0.7197766900062561,0.3235294117647059,0.0547945205479452,0.6242,653.662,6.408,4387202,1024
1,16,8,0.0003,20.1355,728.664,91.182,0.6188544811506417,4.0,0.6124289035797119,0.7009803921568627,0.8168168168168168,0.7541,541.01,67.626,4387202,1024
1,16,8,0.0001,19.9138,736.776,92.197,0.6188702635256034,4.0,0.6146389842033386,0.6936274509803921,0.8137108792846498,0.7576,538.528,67.316,4387202,1024
1,16,8,5e-05,20.0065,733.362,91.77,0.6241511509049692,4.0,0.6215795874595642,0.6887254901960784,0.8112927191679049,0.7601,536.766,67.096,4387202,1024
1,16,8,3e-05,20.0124,733.145,91.743,0.6303961427642889,4.0,0.6212451457977295,0.6838235294117647,0.8088888888888889,0.7712,529.037,66.13,4387202,1024
1,16,16,0.0003,12.5382,1170.181,73.376,0.6165512416673743,4.0,0.604771614074707,0.7009803921568627,0.8162650602409639,0.6521,625.625,39.868,4387202,1024
1,16,16,0.0001,12.2774,1195.037,74.934,0.6210543093474015,4.0,0.6168658137321472,0.6887254901960784,0.8101644245142003,0.6528,625.02,39.83,4387202,1024
1,16,16,5e-05,12.217,1200.949,75.305,0.6287592017132303,4.0,0.6198734641075134,0.6862745098039216,0.8100890207715133,0.7009,582.148,37.098,4387202,1024
1,16,16,3e-05,12.3253,1190.397,74.643,0.638197890571926,4.0,0.623638391494751,0.6813725490196079,0.8071216617210683,0.6678,610.918,38.931,4387202,1024
1,16,32,0.0003,8.6159,1702.894,53.39,0.6171645454738451,4.0,0.6118134260177612,0.696078431372549,0.8143712574850299,0.6273,650.389,20.723,4387202,1024
1,16,32,0.0001,8.6762,1691.056,53.018,0.6262442547342052,4.0,0.6168161034584045,0.6887254901960784,0.8101644245142003,0.6321,645.506,20.568,4387202,1024
1,16,32,5e-05,8.5652,1712.976,53.706,0.6376231317934783,4.0,0.6225131750106812,0.678921568627451,0.8047690014903129,0.6252,652.622,20.794,4387202,1024
1,16,32,3e-05,8.9211,1644.633,51.563,0.6510035639223846,4.0,0.6274951100349426,0.678921568627451,0.8047690014903129,0.6132,665.372,21.201,4387202,1024
1,16,64,0.0003,6.8752,2134.037,33.744,0.6203930295746902,4.0,0.6107979416847229,0.6985294117647058,0.815592203898051,0.6083,670.776,11.508,4387202,1024
1,16,64,0.0001,6.9897,2099.098,33.192,0.6348616501380657,4.0,0.6202273964881897,0.6862745098039216,0.8100890207715133,0.5924,688.704,11.816,4387202,1024
1,16,64,5e-05,6.804,2156.383,34.098,0.6524063636516703,4.0,0.6265947222709656,0.6764705882352942,0.8035714285714286,0.6119,666.799,11.44,4387202,1024
1,16,64,3e-05,7.0135,2091.969,33.079,0.6740885767443426,4.0,0.6404707431793213,0.6715686274509803,0.7957317073170732,0.628,649.633,11.146,4387202,1024
1,16,128,0.0003,6.4771,2265.216,17.909,0.6278018951416016,4.0,0.6186019778251648,0.6911764705882353,0.8119402985074626,0.7817,521.959,5.117,4387202,1024
1,16,128,0.0001,6.2846,2334.582,18.458,0.6502313942744814,4.0,0.6257500648498535,0.678921568627451,0.8064992614475628,0.6104,668.461,6.554,4387202,1024
1,16,128,5e-05,6.2419,2350.565,18.584,0.6804814831963901,4.0,0.6456018090248108,0.6764705882352942,0.7975460122699386,0.5859,696.323,6.827,4387202,1024
1,16,128,3e-05,6.2499,2347.55,18.56,0.7064989024195177,4.0,0.6818397641181946,0.5882352941176471,0.6818181818181818,0.6039,675.662,6.624,4387202,1024
2,1,8,0.0003,19.9305,736.157,92.12,0.6366516562069163,4.0,0.6157585382461548,0.6838235294117647,0.8122270742358079,0.7592,537.442,67.18,4388226,2048
2,1,8,0.0001,20.2307,725.235,90.753,0.6735448068523199,4.0,0.6357868909835815,0.678921568627451,0.8087591240875912,0.7641,533.988,66.749,4388226,2048
2,1,8,5e-05,20.2186,725.668,90.807,0.716488823651748,4.0,0.6922851800918579,0.5514705882352942,0.6332665330661322,0.7536,541.372,67.672,4388226,2048
2,1,8,3e-05,20.1284,728.922,91.215,0.7361609348804083,4.0,0.7277894616127014,0.32107843137254904,0.014234875444839857,0.7956,512.791,64.099,4388226,2048
2,1,16,0.0003,12.5131,1172.529,73.523,0.648947342582371,4.0,0.6216895580291748,0.6838235294117647,0.8122270742358079,0.6761,603.503,38.459,4388226,2048
2,1,16,0.0001,12.3403,1188.95,74.552,0.7053407420282779,4.0,0.6732637286186218,0.6470588235294118,0.7692307692307693,0.6571,620.88,39.566,4388226,2048
2,1,16,5e-05,12.4789,1175.749,73.725,0.735968017578125,4.0,0.7278822064399719,0.32107843137254904,0.014234875444839857,0.6759,603.652,38.468,4388226,2048
2,1,16,3e-05,12.4331,1180.071,73.996,0.7443354067595108,4.0,0.7419407963752747,0.3161764705882353,0.0,0.6684,610.444,38.901,4388226,2048
2,1,32,0.0003,8.8166,1664.127,52.174,0.6738852459451427,4.0,0.6325909495353699,0.6764705882352942,0.8070175438596491,0.6172,661.016,21.062,4388226,2048
2,1,32,0.0001,8.7795,1671.167,52.395,0.7332246863323709,4.0,0.7217953205108643,0.33088235294117646,0.05536332179930796,0.6396,637.856,20.324,4388226,2048
2,1,32,5e-05,8.8449,1658.803,52.007,0.7454330444335937,4.0,0.7427218556404114,0.3161764705882353,0.0,0.613,665.54,21.206,4388226,2048
2,1,32,3e-05,8.7044,1685.585,52.847,0.7492491348930027,4.0,0.7483247518539429,0.3161764705882353,0.0,0.6395,637.988,20.328,4388226,2048
2,1,64,0.0003,7.0312,2086.714,32.996,0.7119118262981546,4.0,0.6811312437057495,0.6348039215686274,0.7417677642980935,0.5988,681.374,11.69,4388226,2048
2,1,64,0.0001,6.829,2148.482,33.973,0.7443805563038793,4.0,0.7410424947738647,0.3161764705882353,0.0,0.6185,659.709,11.319,4388226,2048
2,1,64,5e-05,6.737,2177.836,34.437,0.7496201087688578,4.0,0.7488523125648499,0.3161764705882353,0.0,0.6431,634.429,10.885,4388226,2048
2,1,64,3e-05,6.8455,2143.298,33.891,0.7515373229980469,4.0,0.7514753937721252,0.3161764705882353,0.0,0.6981,584.469,10.028,4388226,2048
2,1,128,0.0003,6.1879,2371.095,18.746,0.7371282906367861,4.0,0.7289865612983704,0.31862745098039214,0.007142857142857143,0.5984,681.763,6.684,4388226,2048
2,1,128,0.0001,6.2712,2339.58,18.497,0.7491302490234375,4.0,0.7483811974525452,0.3161764705882353,0.0,0.6083,670.726,6.576,4388226,2048
2,1,128,5e-05,6.0408,2428.82,19.203,0.7516953040813578,4.0,0.7518534660339355,0.3161764705882353,0.0,0.5917,689.557,6.76,4388226,2048
2,1,128,3e-05,6.182,2373.337,18.764,0.7527016606824152,4.0,0.75316321849823,0.3161764705882353,0.0,0.6235,654.338,6.415,4388226,2048
2,2,8,0.0003,20.0146,733.065,91.733,0.6268112830866396,4.0,0.608161985874176,0.6887254901960784,0.8107302533532041,0.7569,539.01,67.376,4388226,2048
2,2,8,0.0001,19.8072,740.742,92.694,0.6518948374230877,4.0,0.6238738298416138,0.678921568627451,0.8087591240875912,0.7504,543.718,67.965,4388226,2048
2,2,8,5e-05,19.9222,736.464,92.158,0.6848987338329972,4.0,0.6479472517967224,0.6642156862745098,0.7964338781575037,0.7541,541.038,67.63,4388226,2048
2,2,8,3e-05,19.895,737.471,92.284,0.715799086493864,4.0,0.691788911819458,0.553921568627451,0.6374501992031872,0.777,525.108,65.639,4388226,2048
2,2,16,0.0003,12.381,1185.043,74.308,0.6365510691767153,4.0,0.6152964234352112,0.6764705882352942,0.8070175438596491,0.6633,615.091,39.197,4388226,2048
2,2,16,0.0001,12.3359,1189.371,74.579,0.673271544083305,4.0,0.6349643468856812,0.6715686274509803,0.8029411764705883,0.6783,601.465,38.329,4388226,2048
2,2,16,5e-05,12.5655,1167.642,73.216,0.7154073963994565,4.0,0.6907393336296082,0.5612745098039216,0.649706457925636,0.653,624.782,39.815,4388226,2048
2,2,16,3e-05,12.3122,1191.668,74.723,0.7348694179369055,4.0,0.7264326214790344,0.3235294117647059,0.02127659574468085,0.6718,607.279,38.699,4388226,2048
2,2,32,0.0003,8.6466,1696.852,53.2,0.6522149790888248,4.0,0.6223501563072205,0.678921568627451,0.8087591240875912,0.6451,632.431,20.151,4388226,2048
2,2,32,0.0001,8.5789,1710.251,53.62,0.709096095872962,4.0,0.6784369349479675,0.6299019607843137,0.7427597955706985,0.6974,584.989,18.639,4388226,2048
2,2,32,5e-05,8.6229,1701.515,53.346,0.7365015444548234,4.0,0.7283164262771606,0.32107843137254904,0.014234875444839857,0.6135,665.007,21.189,4388226,2048
2,2,32,3e-05,8.6442,1697.316,53.215,0.7444359820822011,4.0,0.7414498329162598,0.3161764705882353,0.0,0.6279,649.802,20.704,4388226,2048
2,2,64,0.0003,6.9978,2096.658,33.153,0.6789048293541218,4.0,0.6372599005699158,0.6715686274509803,0.8029411764705883,0.6015,678.354,11.638,4388226,2048
2,2,64,0.0001,6.8525,2141.131,33.856,0.7341501959438982,4.0,0.7237387299537659,0.32598039215686275,0.03508771929824561,0.6178,660.444,11.331,4388226,2048
2,2,64,5e-05,6.8627,2137.92,33.806,0.745205780555462,4.0,0.7425652146339417,0.3161764705882353,0.0,0.707,577.059,9.901,4388226,2048
2,2,64,3e-05,6.8487,2142.298,33.875,0.748925965407799,4.0,0.747972846031189,0.3161764705882353,0.0,0.5973,683.05,11.719,4388226,2048
2,2,128,0.0003,6.1953,2368.259,18.724,0.7178690680142107,4.0,0.6927071213722229,0.5465686274509803,0.6201232032854209,0.6846,595.957,5.843,4388226,2048
2,2,128,0.0001,6.178,2374.86,18.776,0.7443781227901064,4.0,0.7415703535079956,0.3161764705882353,0.0,0.5878,694.168,6.806,4388226,2048
2,2,128,5e-05,6.3163,2322.881,18.365,0.7493299286941002,4.0,0.7487363815307617,0.3161764705882353,0.0,0.6912,590.31,5.787,4388226,2048
2,2,128,3e-05,6.2043,2364.823,18.697,0.7512622701710668,4.0,0.7513124942779541,0.3161764705882353,0.0,0.5949,685.774,6.723,4388226,2048
2,4,8,0.0003,19.8017,740.945,92.719,0.6194306915881587,4.0,0.6062366366386414,0.6936274509803921,0.8103186646433991,0.7705,529.538,66.192,4388226,2048
2,4,8,0.0001,19.8811,737.988,92.349,0.6380293104383681,4.0,0.6180064082145691,0.678921568627451,0.8087591240875912,0.7587,537.74,67.217,4388226,2048
2,4,8,5e-05,19.7114,744.34,93.144,0.6581238474461508,4.0,0.6269580721855164,0.6715686274509803,0.8035190615835777,0.7709,529.253,66.157,4388226,2048
2,4,8,3e-05,19.8059,740.79,92.7,0.6835209133837997,4.0,0.647661566734314,0.6691176470588235,0.7976011994002998,0.8591,474.89,59.361,4388226,2048
2,4,16,0.0003,12.2779,1194.992,74.931,0.625833859650985,4.0,0.6105453372001648,0.6887254901960784,0.8095952023988006,0.6655,613.064,39.068,4388226,2048
2,4,16,0.0001,12.2018,1202.45,75.399,0.6499608578889267,4.0,0.6233180165290833,0.678921568627451,0.8087591240875912,0.6722,606.959,38.679,4388226,2048
2,4,16,5e-05,12.3528,1187.748,74.477,0.6812475784965183,4.0,0.643827497959137,0.6642156862745098,0.7964338781575037,0.6821,598.126,38.116,4388226,2048
2,4,16,3e-05,12.3324,1189.709,74.6,0.7115791320800782,4.0,0.6848111748695374,0.5980392156862745,0.6996336996336996,0.6532,624.596,39.803,4388226,2048
2,4,32,0.0003,8.6425,1697.658,53.225,0.6371862660283628,4.0,0.6150228977203369,0.6740196078431373,0.8046989720998532,0.6919,589.72,18.79,4388226,2048
2,4,32,0.0001,8.5091,1724.277,54.06,0.6747936082922894,4.0,0.6351484656333923,0.6715686274509803,0.8029411764705883,0.6091,669.878,21.344,4388226,2048
2,4,32,5e-05,8.629,1700.312,53.309,0.7147215470023777,4.0,0.6886508464813232,0.5637254901960784,0.6563706563706564,0.6269,650.865,20.738,4388226,2048
2,4,32,3e-05,8.7408,1678.558,52.627,0.7340030836022419,4.0,0.7241386771202087,0.32598039215686275,0.03508771929824561,0.5996,680.423,21.68,4388226,2048
2,4,64,0.0003,6.783,2163.047,34.203,0.6532399407748518,4.0,0.6223503351211548,0.678921568627451,0.8087591240875912,0.6045,674.947,11.58,4388226,2048
2,4,64,0.0001,6.8415,2144.551,33.911,0.7094468741581358,4.0,0.6786205172538757,0.6323529411764706,0.7413793103448276,0.5939,686.958,11.786,4388226,2048
2,4,64,5e-05,6.8683,2136.182,33.778,0.7357976847681506,4.0,0.7270272970199585,0.32107843137254904,0.014234875444839857,0.6061,673.204,11.55,4388226,2048
2,4,64,3e-05,6.8136,2153.352,34.05,0.7437984203470165,4.0,0.74053955078125,0.3161764705882353,0.0,0.5861,696.156,11.944,4388226,2048
2,4,128,0.0003,6.2884,2333.186,18.447,0.6850077530433392,4.0,0.6446987986564636,0.6691176470588235,0.7982062780269058,0.6511,626.644,6.144,4388226,2048
2,4,128,0.0001,6.1618,2381.115,18.826,0.7342639791554418,4.0,0.724477231502533,0.3235294117647059,0.028169014084507043,0.5836,699.154,6.854,4388226,2048
2,4,128,5e-05,6.3518,2309.889,18.262,0.7447536731588429,4.0,0.7422614693641663,0.3161764705882353,0.0,0.6805,599.565,5.878,4388226,2048
2,4,128,3e-05,6.5513,2239.563,17.706,0.748498982396619,4.0,0.7476469874382019,0.3161764705882353,0.0,0.5988,681.371,6.68,4388226,2048
2,8,8,0.0003,20.2487,724.588,90.672,0.6158665509525207,4.0,0.6033518314361572,0.6887254901960784,0.8078668683812406,0.8016,508.977,63.622,4388226,2048
2,8,8,0.0001,20.3638,720.496,90.16,0.6290992952899476,4.0,0.612352192401886,0.6715686274509803,0.8023598820058997,0.7619,535.493,66.937,4388226,2048
2,8,8,5e-05,20.1983,726.399,90.899,0.6426165379210494,4.0,0.6210256218910217,0.678921568627451,0.8087591240875912,0.8107,503.245,62.906,4388226,2048
2,8,8,3e-05,20.3,722.758,90.443,0.6579659821420973,4.0,0.6267514228820801,0.6740196078431373,0.8046989720998532,0.7577,538.473,67.309,4388226,2048
